27,fine,THUSAM-D-C-2A,FRDC-D-C-2A,秧歌,2,-2,1,0.3347,0.9222
28,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,卫子夫,3,0,0,0.5951,0.6985
28,fine,THUSAM-D-C-2A,FRDC-D-C-2A,卫子夫,3,0,0,0.2626,0.3816
29,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,佛教音乐,0,-2,0,0.2689,0.0
29,fine,THUSAM-D-C-2A,FRDC-D-C-2A,佛教音乐,0,-2,0,0.0886,0.0
30,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,浏览器下载,-1,1,0,0.5034,0.8561
30,fine,THUSAM-D-C-2A,FRDC-D-C-2A,浏览器下载,-1,1,0,0.2542,0.5876
31,coarse,THUSAM-D-C-2A,FRDC-D-C-2A,相亲节目有哪些,4,3,1,0.0,0.3135
31,fine,THUSAM-D-C-2A,FRDC-D-C-2A,相亲节目有哪些,4,3,1,0.0,0.1674
3,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,猫头鹰,-4,0,-1,0.7136,0.0
3,fine,TUTA1-D-C-1B,FRDC-D-C-1A,猫头鹰,-4,0,-1,0.6452,0.0
4,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,Adobe,1,3,1,0.6381,0.7116
4,fine,TUTA1-D-C-1B,FRDC-D-C-1A,Adobe,1,3,1,0.4424,0.4571
7,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,中国水电,-3,0,-2,0.7777,0.0
7,fine,TUTA1-D-C-1B,FRDC-D-C-1A,中国水电,-3,0,-2,0.7369,0.0
8,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,云轩,4,-2,2,0.0,0.6266
8,fine,TUTA1-D-C-1B,FRDC-D-C-1A,云轩,4,-2,2,0.0,0.6266
9,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,遮天,0,-2,-1,0.8774,0.0
9,fine,TUTA1-D-C-1B,FRDC-D-C-1A,遮天,0,-2,-1,0.886,0.0
12,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,三字经,-2,-1,2,0.9546,0.321
12,fine,TUTA1-D-C-1B,FRDC-D-C-1A,三字经,-2,-1,2,0.6683,0.1043
14,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,阳光,0,-1,1,0.8899,0.0
14,fine,TUTA1-D-C-1B,FRDC-D-C-1A,阳光,0,-1,1,0.6728,0.0
20,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,浴缸,-1,-2,-3,0.9407,0.0
20,fine,TUTA1-D-C-1B,FRDC-D-C-1A,浴缸,-1,-2,-3,0.6862,0.0
21,fine,TUTA1-D-C-1B,FRDC-D-C-1A,婚戒,-2,-3,-2,0.5979,0.5513
22,fine,TUTA1-D-C-1B,FRDC-D-C-1A,三星,0,2,0,0.4272,0.4365
25,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,椰岛造型,0,1,-2,0.7508,0.0
25,fine,TUTA1-D-C-1B,FRDC-D-C-1A,椰岛造型,0,1,-2,0.5357,0.0
27,coarse,TUTA1-D-C-1B,FRDC-D-C-1A,秧歌,1,2,-2,0.7598,0.9249
27,fine,TUTA1-D-C-1B,FRDC-D-C-1A,秧歌,1,2,-2,0.7975,0.9529
1,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,先知,2,2,1,0.1825,0.6589
1,fine,TUTA1-D-C-1B,FRDC-D-C-2A,先知,2,2,1,0.1096,0.6808
2,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,波斯猫,0,2,1,0.4365,0.7139
2,fine,TUTA1-D-C-1B,FRDC-D-C-2A,波斯猫,0,2,1,0.3296,0.6259
3,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,猫头鹰,-4,-2,0,0.7136,0.0
3,fine,TUTA1-D-C-1B,FRDC-D-C-2A,猫头鹰,-4,-2,0,0.6452,0.0
4,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,Adobe,0,0,-2,0.6381,0.3392
4,fine,TUTA1-D-C-1B,FRDC-D-C-2A,Adobe,0,0,-2,0.4424,0.2635
5,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,传奇,-3,-1,-2,0.538,0.0
5,fine,TUTA1-D-C-1B,FRDC-D-C-2A,传奇,-3,-1,-2,0.558,0.0
7,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,中国水电,-4,2,0,0.7777,0.0
7,fine,TUTA1-D-C-1B,FRDC-D-C-2A,中国水电,-4,2,0,0.7369,0.0
8,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,云轩,4,1,1,0.0,0.6266
8,fine,TUTA1-D-C-1B,FRDC-D-C-2A,云轩,4,1,1,0.0,0.6266
14,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,阳光,-4,-1,2,0.8899,0.0
14,fine,TUTA1-D-C-1B,FRDC-D-C-2A,阳光,-4,-1,2,0.6728,0.0
21,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,婚戒,-3,-2,-1,0.9017,0.7435
21,fine,TUTA1-D-C-1B,FRDC-D-C-2A,婚戒,-3,-2,-1,0.5979,0.3394
26,coarse,TUTA1-D-C-1B,FRDC-D-C-2A,野葛根,1,0,-1,0.8411,0.7669
26,fine,TUTA1-D-C-1B,FRDC-D-C-2A,野葛根,1,0,-1,0.8128,0.6129
2,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,波斯猫,2,-2,-2,0.4365,0.3816
2,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,波斯猫,2,-2,-2,0.3296,0.2616
3,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,猫头鹰,-3,-3,-2,0.7136,0.6084
3,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,猫头鹰,-3,-3,-2,0.6452,0.4683
7,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,中国水电,-1,-2,0,0.7777,0.644
7,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,中国水电,-1,-2,0,0.7369,0.517
8,coarse,TUTA1-D-C-1B,THUSAM-D-C-1A,云轩,2,3,-1,0.0,1.0
8,fine,TUTA1-D-C-1B,THUSAM-D-C-1A,云轩,2,3,-1,0.0,1.0
